,,date,deposits,assets,noninterestexpense,interestexpense,noninterestincome,stockholdersequity
FDEF,6,2019-03-31,2685792000.0,3221249000.0,24866000.0,5649000.0,10813000.0,395789000.0
FDEF,7,2018-12-31,2620882000.0,3181722000.0,89412000.0,16462000.0,39208000.0,399589000.0
FDEF,8,2018-09-30,2524431000.0,3098085000.0,68202000.0,11404000.0,30839000.0,393457000.0
FDEF,9,2018-06-30,2489128000.0,3039574000.0,45916000.0,6970000.0,20917000.0,386920000.0
FDEF,10,2018-03-31,2491801000.0,3022984000.0,23251000.0,3218000.0,10703000.0,379214000.0
FDEF,11,2017-12-31,2437656000.0,2993403000.0,85351000.0,11431000.0,40081000.0,373286000.0
FDEF,12,2017-09-30,2360675000.0,2935030000.0,64211000.0,8291000.0,30184000.0,367924000.0
FDEF,13,2017-06-30,2326702000.0,2890507000.0,43772000.0,5217000.0,20689000.0,361430000.0
FDEF,14,2017-03-31,2373789000.0,2928697000.0,23142000.0,2391000.0,10549000.0,354191000.0
FDEF,15,2016-12-31,1981628000.0,2477597000.0,71093000.0,8440000.0,34030000.0,293018000.0
FDEF,16,2016-09-30,1927686000.0,2450040000.0,52913000.0,6209000.0,25737000.0,292138000.0
FDEF,17,2016-06-30,1920270000.0,2409599000.0,34621000.0,4026000.0,17211000.0,286616000.0
FDEF,18,2016-03-31,1871157000.0,2358931000.0,17274000.0,1942000.0,8636000.0,280371000.0
FDEF,19,2015-12-31,1836137000.0,2297676000.0,67889000.0,6781000.0,31803000.0,280197000.0
FDEF,20,2015-09-30,1793053000.0,2228281000.0,50542000.0,4972000.0,24073000.0,278556000.0
FDEF,21,2015-06-30,1763390000.0,2196510000.0,33694000.0,3239000.0,16091000.0,276028000.0
FDEF,22,2015-03-31,1772693000.0,2201321000.0,16897000.0,1567000.0,8281000.0,273117000.0
FDEF,23,2014-12-31,1760813000.0,2178952000.0,66758000.0,6559000.0,31641000.0,279505000.0
FDEF,24,2014-09-30,1730645000.0,2151079000.0,49789000.0,4946000.0,24299000.0,278233000.0
FDEF,25,2014-06-30,1741812000.0,2151490000.0,33018000.0,3323000.0,14943000.0,276449000.0
FDEF,26,2014-03-31,1760617000.0,2163659000.0,16661000.0,1678000.0,7326000.0,274877000.0
FDEF,27,2013-12-31,1735792000.0,2137148000.0,64844000.0,7170000.0,30570000.0,272147000.0
FDEF,28,2013-09-30,1658492000.0,2058430000.0,48916000.0,5442000.0,24097000.0,269359000.0
FDEF,29,2013-06-30,1635708000.0,2066216000.0,32873000.0,3763000.0,16810000.0,264497000.0
FDEF,30,2013-03-31,1656348000.0,2039411000.0,17199000.0,1949000.0,8962000.0,262643000.0
FDEF,31,2012-12-31,1667472000.0,2046948000.0,62764000.0,17186000.0,27516000.0,258128000.0
FDEF,32,2012-09-30,1609350000.0,2055672000.0,48241000.0,9751000.0,24194000.0,255136000.0
FDEF,33,2012-06-30,1613611000.0,2067616000.0,31792000.0,6828000.0,16414000.0,249870000.0
FDEF,34,2012-03-31,,2142264000.0,16259000.0,3555000.0,8419000.0,281364000.0
FDEF,35,2011-12-31,1596241000.0,2068190000.0,62764000.0,17186000.0,27516000.0,278127000.0
FDEF,36,2011-09-30,,2058357000.0,47175000.0,13432000.0,19640000.0,275118000.0
FDEF,37,2011-06-30,,2045690000.0,31713000.0,9413000.0,12783000.0,269139000.0
BANC,0,2020-09-30,6032266000.0,7738106000.0,160083000.0,54046000.0,11543000.0,874254000.0
BANC,1,2020-06-30,6037465000.0,7770138000.0,119689000.0,40235000.0,7589000.0,846959000.0
BANC,2,2020-03-31,5562838000.0,7662607000.0,46919000.0,22853000.0,2061000.0,835002000.0
BANC,3,2019-12-31,5427167000.0,7828410000.0,195914000.0,142948000.0,12116000.0,907245000.0
BANC,4,2019-09-30,5770058000.0,8625337000.0,148729000.0,115906000.0,7186000.0,900988000.0
BANC,5,2019-06-30,6292290000.0,9359931000.0,105422000.0,82164000.0,4005000.0,963544000.0
BANC,6,2019-03-31,7724932000.0,9886525000.0,61835000.0,42904000.0,6295000.0,948325000.0
BANC,7,2018-12-31,7916644000.0,10630067000.0,232785000.0,136720000.0,23915000.0,945534000.0
BANC,8,2018-09-30,7401742000.0,10260822000.0,183216000.0,96272000.0,21467000.0,946678000.0
BANC,9,2018-06-30,7135794000.0,10319280000.0,122339000.0,59690000.0,16643000.0,988688000.0
BANC,10,2018-03-31,7110165000.0,10329319000.0,59800000.0,27269000.0,8582000.0,993756000.0
BANC,11,2017-12-31,7292903000.0,10327852000.0,308268000.0,85000000.0,44670000.0,1012308000.0
BANC,12,2017-09-30,7403593000.0,10280028000.0,241886000.0,61016000.0,38975000.0,1013908000.0
BANC,13,2017-06-30,8044911000.0,10365768000.0,166215000.0,39301000.0,20610000.0,1006292000.0
BANC,14,2017-03-31,8597693000.0,11052085000.0,89896000.0,18361000.0,14903000.0,985748000.0
BANC,15,2016-12-31,9142150000.0,11029853000.0,442676000.0,59499000.0,271880000.0,980239000.0
BANC,16,2016-09-30,9078319000.0,11216404000.0,313437000.0,42700000.0,192193000.0,971424000.0
BANC,17,2016-06-30,7928956000.0,10157662000.0,189175000.0,27426000.0,117563000.0,939884000.0
BANC,18,2016-03-31,6837601000.0,9616972000.0,89100000.0,13823000.0,51959000.0,867530000.0
BANC,19,2015-12-31,6303085000.0,8235555000.0,332201000.0,42621000.0,220219000.0,652405000.0
BANC,20,2015-09-30,5421990000.0,7256810000.0,245542000.0,30488000.0,163400000.0,643534000.0
BANC,21,2015-06-30,5105010000.0,6437882000.0,163799000.0,19523000.0,112673000.0,633882000.0
BANC,22,2015-03-31,4861992000.0,6097355000.0,75879000.0,8783000.0,45980000.0,514160000.0
BANC,23,2014-12-31,4671831000.0,5971571000.0,264161000.0,32862000.0,145637000.0,503589000.0
BANC,24,2014-09-30,3631710000.0,4537996000.0,185790000.0,24113000.0,104748000.0,446881000.0
BANC,25,2014-06-30,3347355000.0,4386522000.0,118233000.0,15650000.0,60650000.0,439318000.0
BANC,26,2014-03-31,3109146000.0,4030634000.0,57768000.0,7591000.0,25278000.0,325326000.0
BANC,27,2013-12-31,2918644000.0,3628023000.0,178670000.0,23282000.0,96743000.0,324869000.0
BANC,28,2013-09-30,3259374000.0,3718373000.0,121456000.0,15828000.0,62226000.0,302580000.0
BANC,29,2013-06-30,2109831000.0,2535114000.0,69152000.0,8925000.0,44000000.0,268485000.0
BANC,30,2013-03-31,1698798000.0,2051055000.0,29558000.0,3809000.0,17928000.0,188298000.0
BANC,31,2012-12-31,1306342000.0,1682702000.0,71560000.0,8479000.0,36619000.0,188757000.0
BANC,32,2012-09-30,,1669732000.0,42617000.0,5710000.0,20654000.0,191739000.0
BANC,33,2012-06-30,,1115120000.0,18161000.0,3396000.0,1142000.0,182295000.0
BANC,34,2012-03-31,853843000.0,1083082000.0,8218000.0,1449000.0,503000.0,184002000.0
BANC,35,2011-12-31,786334000.0,999041000.0,31689000.0,6037000.0,4913000.0,184495000.0
BANC,36,2011-09-30,711609000.0,928977000.0,20476000.0,4707000.0,4414000.0,191488000.0
BANC,37,2011-06-30,685934000.0,882266000.0,12815000.0,3368000.0,2402000.0,160475000.0
TBBK,0,2020-09-30,5388762000.0,6169302000.0,123064000.0,12690000.0,61317000.0,558459000.0
TBBK,1,2020-06-30,5545199000.0,6214037000.0,81038000.0,10208000.0,36965000.0,533079000.0
TBBK,2,2020-03-31,4691123000.0,5458108000.0,38418000.0,8555000.0,16599000.0,498104000.0
TBBK,3,2019-12-31,5052030000.0,5656963000.0,168521000.0,38281000.0,104127000.0,484497000.0
TBBK,4,2019-09-30,4345697000.0,4943536000.0,120799000.0,29924000.0,83629000.0,484174000.0
TBBK,5,2019-06-30,3991746000.0,4603568000.0,78748000.0,19109000.0,50114000.0,458132000.0
TBBK,6,2019-03-31,4025298000.0,4626976000.0,39229000.0,9568000.0,30365000.0,434780000.0
TBBK,7,2018-12-31,3935714000.0,4437911000.0,151278000.0,27111000.0,153795000.0,406776000.0
TBBK,8,2018-09-30,3858058000.0,4360200000.0,113658000.0,19083000.0,137105000.0,391874000.0
TBBK,9,2018-06-30,3799280000.0,4221874000.0,76359000.0,11059000.0,46135000.0,332547000.0
TBBK,10,2018-03-31,3955169000.0,4369100000.0,39049000.0,5233000.0,29095000.0,329892000.0
TBBK,11,2017-12-31,4260842000.0,4708147000.0,154914000.0,15340000.0,91548000.0,324149000.0
TBBK,12,2017-09-30,3565395000.0,3993618000.0,119029000.0,11183000.0,71399000.0,339461000.0
TBBK,13,2017-06-30,3876084000.0,4304017000.0,75146000.0,7170000.0,42392000.0,331019000.0
TBBK,14,2017-03-31,4035799000.0,4404642000.0,37783000.0,3572000.0,24219000.0,309769000.0
TBBK,15,2016-12-31,4238304000.0,4858114000.0,198573000.0,12253000.0,42486000.0,298963000.0
TBBK,16,2016-09-30,3766935000.0,4217511000.0,156445000.0,9339000.0,48132000.0,339078000.0
TBBK,17,2016-06-30,4060680000.0,4401775000.0,112274000.0,6149000.0,28228000.0,290282000.0
TBBK,18,2016-03-31,3998956000.0,4379719000.0,55138000.0,3095000.0,18688000.0,315589000.0
TBBK,19,2015-09-30,4379215000.0,4714447000.0,135089000.0,9933000.0,62800000.0,313697000.0
TBBK,20,2015-06-30,4316057000.0,4657607000.0,87294000.0,6538000.0,45501000.0,315754000.0
TBBK,21,2015-03-31,4492044000.0,4848449000.0,40860000.0,3203000.0,20777000.0,322053000.0
TBBK,22,2014-09-30,3654135000.0,4296512000.0,98355000.0,8078000.0,67241000.0,356390000.0
TBBK,23,2014-06-30,3881810000.0,4315164000.0,68787000.0,5723000.0,47865000.0,372494000.0
TBBK,24,2014-03-31,4247208000.0,4699623000.0,32957000.0,2904000.0,24155000.0,366170000.0
TBBK,25,2013-12-31,4272989000.0,4706065000.0,110777000.0,10768000.0,83430000.0,359604000.0
TBBK,26,2013-09-30,3569217000.0,4000282000.0,80963000.0,8024000.0,61096000.0,353333000.0
TBBK,27,2013-06-30,3450657000.0,3876495000.0,52066000.0,5318000.0,41494000.0,344192000.0
TBBK,28,2013-03-31,3712985000.0,4132095000.0,24479000.0,2712000.0,19132000.0,346076000.0
TBBK,29,2012-12-31,3313221000.0,3699659000.0,88186000.0,11411000.0,49598000.0,336677000.0
TBBK,30,2012-09-30,2781175000.0,3113125000.0,64724000.0,8831000.0,33972000.0,288985000.0
TBBK,31,2012-06-30,2822297000.0,3150202000.0,42826000.0,6033000.0,22739000.0,282874000.0
TBBK,32,2012-03-31,3773878000.0,4104047000.0,21787000.0,2966000.0,12290000.0,278233000.0
TBBK,33,2011-12-31,2682551000.0,3010681000.0,72204000.0,12036000.0,30525000.0,271479000.0
TBBK,34,2011-09-30,3073501000.0,3393013000.0,52980000.0,9061000.0,22143000.0,268679000.0
TBBK,35,2011-06-30,2162703000.0,2465839000.0,35222000.0,5966000.0,15470000.0,262237000.0
ABTX,0,2020-09-30,4917366000.0,5967751000.0,94745000.0,30934000.0,6137000.0,753053000.0
ABTX,1,2020-06-30,4700711000.0,5836881000.0,62180000.0,22032000.0,4287000.0,736143000.0
ABTX,2,2020-03-31,3953574000.0,5002429000.0,32401000.0,12427000.0,2725000.0,706593000.0
ABTX,3,2019-12-31,4068101000.0,4992654000.0,120635000.0,53370000.0,13423000.0,709865000.0
ABTX,4,2019-09-30,3897485000.0,4905840000.0,91204000.0,39749000.0,10023000.0,706308000.0
ABTX,5,2019-06-30,3860640000.0,4794211000.0,61195000.0,25921000.0,7134000.0,704701000.0
ABTX,6,2019-03-31,3780061000.0,4768802000.0,31115000.0,12546000.0,3289000.0,703777000.0
ABTX,7,2018-12-31,3662536000.0,4655249000.0,86787000.0,29644000.0,7713000.0,702984000.0
ABTX,8,2018-09-30,2433791000.0,3035539000.0,57741000.0,19179000.0,5379000.0,328131000.0
ABTX,9,2018-06-30,2313786000.0,2966426000.0,38577000.0,11879000.0,3451000.0,319888000.0
ABTX,10,2018-03-31,2284802000.0,2886484000.0,18717000.0,5502000.0,1646000.0,311988000.0
ABTX,11,2017-12-31,2213974000.0,2860231000.0,69962000.0,15770000.0,5861000.0,306865000.0
ABTX,12,2017-09-30,2286615000.0,2813434000.0,50686000.0,11168000.0,4278000.0,302727000.0
ABTX,13,2017-06-30,2099242000.0,2724716000.0,33010000.0,7264000.0,2818000.0,298459000.0
ABTX,14,2017-03-31,2012569000.0,2592330000.0,16549000.0,3384000.0,1341000.0,289130000.0
ABTX,15,2016-12-31,1870183000.0,2450948000.0,59258000.0,10914000.0,7268000.0,279817000.0
ABTX,16,2016-09-30,1900879000.0,2461902000.0,43071000.0,7855000.0,5790000.0,281095000.0
ABTX,17,2016-06-30,1843339000.0,2367581000.0,28176000.0,4945000.0,4516000.0,276251000.0
ABTX,18,2016-03-31,1842654000.0,2210707000.0,14253000.0,2367000.0,3304000.0,266293000.0
ABTX,19,2015-12-31,1759133000.0,2084579000.0,54805000.0,8640000.0,3992000.0,258490000.0
ABTX,20,2015-09-30,1656548000.0,2012350000.0,40909000.0,6403000.0,3014000.0,196043000.0
GSBC,0,2020-09-30,4443757.0,5443010.0,92151.0,32523.0,25093.0,624643.0
GSBC,1,2020-06-30,4512158000.0,5566650000.0,60163000.0,23092000.0,15627000.0,626728000.0
GSBC,2,2020-03-31,4178918000.0,5073020000.0,30815000.0,12536000.0,7367000.0,614232000.0
GSBC,3,2019-09-30,3935154000.0,4972160000.0,-85602000.0,-40818000.0,23263000.0,596770000.0
GSBC,4,2019-06-30,3888536000.0,4871522000.0,-56877000.0,-26555000.0,14607000.0,572309000.0
GSBC,5,2019-03-31,3956091000.0,4778220000.0,28495000.0,12753000.0,7450000.0,543635000.0
GSBC,6,2018-12-31,3725007000.0,4676200000.0,115310000.0,37757000.0,36218000.0,531977000.0
GSBC,7,2018-09-30,3595665000.0,4584086000.0,86537000.0,26172000.0,28998000.0,508127000.0
GSBC,8,2018-06-30,3597057000.0,4568863000.0,58228000.0,16175000.0,14394000.0,490271000.0
GSBC,9,2018-03-31,3562177000.0,4411439000.0,28312000.0,7444000.0,6935000.0,480000000.0
GSBC,10,2017-12-31,3597144000.0,4414521000.0,114261000.0,27905000.0,38527000.0,471662000.0
GSBC,11,2017-09-30,3598213000.0,4512611000.0,84976000.0,20642000.0,31151000.0,462120000.0
GSBC,12,2017-06-30,3572645000.0,4447095000.0,56941000.0,13555000.0,23496000.0,453550000.0
GSBC,13,2017-03-31,3688663000.0,4432595000.0,28573000.0,6712000.0,7698000.0,439852000.0
GSBC,14,2016-12-31,3677230000.0,4550663000.0,120427000.0,22119000.0,28510000.0,429806000.0
GSBC,15,2016-09-30,3561784000.0,4441986000.0,91384000.0,15431000.0,20981000.0,422129000.0
GSBC,16,2016-06-30,3384020000.0,4408474000.0,60726000.0,9602000.0,13890000.0,414222000.0
GSBC,17,2016-03-31,3468699000.0,4314644000.0,30920000.0,4627000.0,4974000.0,405223000.0
GSBC,18,2015-12-31,3268626000.0,4104189000.0,114350000.0,15997000.0,13581000.0,398227000.0
GSBC,19,2015-09-30,3246740000.0,4070638000.0,85205000.0,11736000.0,8522000.0,447597000.0
GSBC,20,2015-06-30,3196318000.0,4111170000.0,55189000.0,7506000.0,3399000.0,437580000.0
GSBC,21,2015-03-31,3259438000.0,4066927000.0,27242000.0,3781000.0,-56000.0,428863000.0
GSBC,22,2014-12-31,2990840000.0,3951334000.0,120859000.0,15801000.0,14731000.0,419745000.0
GSBC,23,2014-09-30,3071170000.0,3909425000.0,89689000.0,12243000.0,13332000.0,409050000.0
GSBC,24,2014-06-30,3201728000.0,3912902000.0,60293000.0,8741000.0,11555000.0,399551000.0
GSBC,25,2014-03-31,3016047000.0,3772652000.0,25894000.0,4328000.0,924000.0,389835000.0
GSBC,26,2013-12-31,2808626000.0,3560250000.0,110389000.0,19203000.0,5315000.0,380698000.0
GSBC,27,2013-09-30,2852534000.0,3603325000.0,81738000.0,14758000.0,6179000.0,375573000.0
GSBC,28,2013-06-30,3013896000.0,3828025000.0,54560000.0,10203000.0,5250000.0,374391000.0
GSBC,29,2013-03-31,3219764000.0,4037037000.0,26942000.0,5224000.0,2924000.0,375893000.0
GSBC,30,2012-12-31,3153193000.0,3955182000.0,112560000.0,28377000.0,46002000.0,369874000.0
GSBC,31,2012-09-30,3250864000.0,4056557000.0,87727000.0,22554000.0,50300000.0,361833000.0
GSBC,32,2012-06-30,3392957000.0,4215729000.0,56875000.0,15649000.0,46419000.0,352821000.0
GSBC,33,2012-03-31,3078066000.0,3858405000.0,26809000.0,7904000.0,8465000.0,331623000.0
GSBC,34,2011-12-31,2963539000.0,3790012000.0,104663000.0,35146000.0,12260000.0,324587000.0
GSBC,35,2011-09-30,2618819000.0,3431214000.0,66763000.0,26856000.0,-5137000.0,314374000.0
GSBC,36,2011-06-30,2622772000.0,3418224000.0,43747000.0,18532000.0,-3930000.0,314395000.0
HBNC,0,2020-09-30,4336289000.0,5790143000.0,,,,670293000.0
HBNC,1,2020-06-30,4307599000.0,5739262000.0,61581000.0,18077000.0,23188000.0,652206000.0
HBNC,2,2020-03-31,3882271000.0,5351325000.0,31149000.0,10729000.0,12063000.0,630842000.0
HBNC,3,2019-12-31,3931002000.0,5246829000.0,122032000.0,47541000.0,43058000.0,656023000.0
HBNC,4,2019-09-30,3915957000.0,5186714000.0,91382000.0,35662000.0,31124000.0,642711000.0
HBNC,5,2019-03-31,3888023000.0,5051639000.0,29738000.0,11093000.0,8712000.0,609468000.0
HBNC,6,2018-12-31,3139376000.0,4246688000.0,102516000.0,31599000.0,34413000.0,491992000.0
HBNC,7,2018-09-30,3128554000.0,4150561000.0,76399000.0,21705000.0,25936000.0,477594000.0
HBNC,8,2018-06-30,3016163000.0,4076611000.0,50779000.0,13206000.0,17250000.0,470535000.0
HBNC,9,2018-03-31,2933676000.0,3969750000.0,25837000.0,6015000.0,8318000.0,460416000.0
HBNC,10,2017-12-31,2881003000.0,3964303000.0,94813000.0,16383000.0,33136000.0,457078000.0
HBNC,11,2017-09-30,2608275000.0,3519501000.0,68522000.0,11064000.0,23792000.0,392055000.0
HBNC,12,2017-06-30,2418783000.0,3321178000.0,44009000.0,6873000.0,15771000.0,357259000.0
HBNC,13,2017-03-31,2443699000.0,3169643000.0,21521000.0,3266000.0,7559000.0,348575000.0
HBNC,14,2016-12-31,2471210000.0,3141156000.0,89411000.0,20537000.0,37974000.0,340855000.0
HBNC,15,2016-09-30,2336162000.0,3325650000.0,66122000.0,12087000.0,27789000.0,345736000.0
HBNC,16,2016-06-30,2082261000.0,2918080000.0,41302000.0,7535000.0,17733000.0,281002000.0
HBNC,17,2016-03-31,1878479000.0,2627918000.0,19747000.0,3754000.0,7864000.0,261417000.0
HBNC,18,2015-12-31,1880153000.0,2652401000.0,74193000.0,13854000.0,30402000.0,266832000.0
HBNC,19,2015-09-30,1913075000.0,2607914000.0,54953000.0,10286000.0,22652000.0,264738000.0
HBNC,20,2015-06-30,1584723000.0,2219307000.0,32718000.0,6484000.0,14252000.0,202131000.0
HBNC,21,2015-03-31,1465096000.0,2153965000.0,16068000.0,3207000.0,7066000.0,199491000.0
HBNC,22,2014-12-31,1482319000.0,2076922000.0,61946000.0,13222000.0,26277000.0,194414000.0
HBNC,23,2014-09-30,1449663000.0,2037045000.0,46275000.0,9980000.0,19539000.0,189780000.0
HBNC,24,2014-06-30,1499103000.0,2073251000.0,30922000.0,6529000.0,12149000.0,187336000.0
HBNC,25,2014-03-31,1355571000.0,1806583000.0,14514000.0,3195000.0,5522000.0,169783000.0
HBNC,26,2013-12-31,1291520000.0,1758276000.0,58445000.0,13503000.0,25906000.0,164520000.0
HBNC,27,2013-09-30,1328320000.0,1781024000.0,42835000.0,10193000.0,20219000.0,163459000.0
HBNC,28,2013-06-30,,,,,,
HBNC,29,2013-03-31,,,,,,
HBNC,30,2012-12-31,1294153000.0,,,,,
HBNC,31,2012-09-30,,,,,,
HBNC,32,2012-06-30,,,,,,
HBNC,33,2012-03-31,,,,,,
HBNC,34,2011-12-31,,,,,,
HBNC,35,2011-09-30,,,,,,
HBNC,36,2011-06-30,,,,,,
LBAI,0,2019-06-30,5082598000.0,6407195000.0,65670000.0,30221000.0,12112000.0,698463000.0
LBAI,1,2019-03-31,5064584000.0,6365063000.0,33984000.0,14571000.0,5723000.0,681343000.0
LBAI,2,2018-12-31,4620670000.0,5806093000.0,111167000.0,39562000.0,22310000.0,623739000.0
LBAI,3,2018-09-30,4642443000.0,5627057000.0,82504000.0,27334000.0,16682000.0,607555000.0
LBAI,4,2018-06-30,4400019000.0,5534488000.0,54711000.0,16676000.0,11043000.0,597864000.0
LBAI,5,2018-03-31,4447965000.0,5477829000.0,27137000.0,7909000.0,5334000.0,588648000.0
LBAI,6,2017-09-30,4356996000.0,5399481000.0,78685000.0,17884000.0,19659000.0,577081000.0
LBAI,7,2017-06-30,4227204000.0,5362187000.0,53836000.0,11264000.0,14205000.0,567545000.0
LBAI,8,2017-03-31,4293393000.0,5247815000.0,28470000.0,5473000.0,8094000.0,557642000.0
LBAI,9,2016-12-31,4092835000.0,5093131000.0,99917000.0,17647000.0,21330000.0,550044000.0
LBAI,10,2016-09-30,3941742000.0,4904291000.0,75145000.0,12143000.0,16169000.0,498722000.0
LBAI,11,2016-06-30,3537331000.0,4467860000.0,49139000.0,7656000.0,9752000.0,454934000.0
LBAI,12,2016-03-31,3462636000.0,4404233000.0,25424000.0,3721000.0,4867000.0,446875000.0
LBAI,13,2015-12-31,2995572000.0,3869550000.0,87211000.0,10874000.0,21161000.0,400516000.0
LBAI,14,2015-09-30,2919673000.0,3743100000.0,65069000.0,7938000.0,16383000.0,397687000.0
LBAI,15,2015-06-30,2842953000.0,3699127000.0,41237000.0,5113000.0,9696000.0,390860000.0
LBAI,16,2015-03-31,2842565000.0,3627764000.0,20042000.0,2474000.0,4738000.0,388084000.0
LBAI,17,2014-12-31,2790819000.0,3538325000.0,79135000.0,8937000.0,17722000.0,379438000.0
LBAI,18,2014-09-30,2776931000.0,3498905000.0,58957000.0,6559000.0,13253000.0,372539000.0
LBAI,19,2014-06-30,2726850000.0,3479548000.0,39272000.0,4215000.0,8444000.0,367833000.0
LBAI,20,2014-03-31,2736733000.0,3386720000.0,19742000.0,2085000.0,4073000.0,359539000.0
LBAI,21,2013-12-31,2709205000.0,3317791000.0,78741000.0,9657000.0,20961000.0,351424000.0
LBAI,22,2013-09-30,2708454000.0,3299300000.0,58027000.0,7485000.0,15489000.0,347525000.0
LBAI,23,2013-06-30,2672859000.0,3262411000.0,37620000.0,5117000.0,10844000.0,341109000.0
LBAI,24,2013-03-31,,2907969000.0,18227000.0,2633000.0,5051000.0,283877000.0
LBAI,25,2012-12-31,2370997000.0,2918703000.0,67673000.0,15446000.0,18905000.0,280867000.0
LBAI,26,2012-09-30,,2859647000.0,49713000.0,12378000.0,13468000.0,277544000.0
LBAI,27,2012-06-30,,2853202000.0,32745000.0,8538000.0,8828000.0,246941000.0
LBAI,28,2012-03-31,2288128000.0,2852347000.0,16275000.0,4348000.0,4057000.0,241955000.0
LBAI,29,2011-12-31,2249653000.0,2825950000.0,68151000.0,20111000.0,18117000.0,259783000.0
LBAI,30,2011-09-30,2232565000.0,2741768000.0,51798000.0,15421000.0,14035000.0,254898000.0
LBAI,31,2011-06-30,2182383000.0,2741335000.0,33758000.0,10484000.0,8940000.0,250568000.0
CTBI,0,2020-09-30,3894181000.0,5020421000.0,85603000.0,20907000.0,39311000.0,644450000.0
CTBI,1,2020-06-30,3972309000.0,5022841000.0,56130000.0,14961000.0,24400000.0,631847000.0
CTBI,2,2020-03-31,3395108000.0,4352645000.0,28221000.0,8455000.0,11521000.0,612922000.0
CTBI,3,2019-12-31,3405572000.0,4366003000.0,118258000.0,40513000.0,50184000.0,614886000.0
CTBI,4,2019-09-30,3389555000.0,4337663000.0,88995000.0,31164000.0,36811000.0,605518000.0
CTBI,5,2019-06-30,3437181000.0,4377257000.0,59113000.0,20696000.0,24422000.0,594708000.0
